date,BYR,KZT,UAH,USD,EUR
2014-03,0.0036942,0.196347,3.3817500000000003,36.1847,49.5839
2014-04,0.00360013,0.195537,3.16492,35.6053,48.968
2014-05,0.0035758499999999998,0.196219,3.11989,35.7227,49.3188
2014-06,0.0034475,0.190098,2.95667,34.8887,47.5463
2014-07,0.00331798,0.184418,2.88029,33.8434,46.1827
2014-08,0.0034344799999999997,0.19364,2.89692,35.4438,47.4699
2014-09,0.0035586399999999996,0.204926,2.87988,37.2945,48.9677
2014-10,0.0037119300000000004,0.21647099999999997,3.0412,39.3836,49.9817
2014-11,0.00391078,0.232011,3.2272799999999995,41.9627,52.7219
2014-12,0.00476165,0.285327,3.44942,51.8068,64.4425
2015-01,0.00387846,0.308143,3.55525,56.2376,68.3681
2015-02,0.0044456899999999995,0.37736800000000004,4.459490000000001,69.664,78.79
2015-03,0.00416219,0.335978,2.28348,62.2248,69.5424
2015-04,0.00392177,0.310447,2.45842,57.65,62.0487
2015-05,0.00358366,0.275236,2.40653,51.1388,57.1578
2015-06,0.0035332000000000002,0.284047,2.50933,52.8213,57.702
2015-07,0.00365813,0.299883,2.65911,55.8413,62.3803
2015-08,0.0039649,0.321947,2.85323,60.3458,66.0002
2015-09,0.00383862,0.27856000000000003,3.06737,66.7152,74.8478
2015-10,0.00371917,0.242588,3.08549,65.7364,73.776
2015-11,0.0036639899999999998,0.226802,2.77388,63.7993,70.3961
2015-12,0.0036957,0.216996,2.80998,66.737,70.6478
2016-01,0.0039041699999999998,0.213821,3.0352,72.9299,79.6395
2016-02,0.003632,0.211636,3.00498,76.3264,82.8141
2016-03,0.00353185,0.21701,2.80072,75.8994,83.1023
2016-04,0.00336834,0.19741399999999998,2.5849599999999997,67.8552,76.9207
2016-05,0.00341092,0.199259,2.62847,66.1718,76.0512
2016-06,0.00333483,0.19654,2.62358,65.9962,73.4406
2016-07,31.8884,0.189448,2.5846,64.1755,71.2926
2016-08,33.2688,0.18726900000000002,2.65788,65.9553,73.6523
2016-09,33.3096,0.19169899999999998,2.50013,65.2535,72.6859
2016-10,32.9415,0.188946,2.44348,63.396,70.9338
2016-11,33.2111,0.188664,2.47911,63.2174,69.2863
2016-12,32.9652,0.19091999999999998,2.54837,65.2382,69.3417
2017-01,30.5826,0.180764,2.22043,59.8961,63.1125
2017-02,31.0598,0.18574300000000002,2.2163399999999998,60.0851,64.285
2017-03,30.7658,0.18537700000000001,2.13333,57.9627,61.3883
2017-04,29.8935,0.178432,2.0707,55.9606,59.8107
2017-05,30.5208,0.180573,2.14548,56.9518,62.1515
2017-06,30.3548,0.181531,2.1548100000000003,56.6876,63.4107
2017-07,30.6193,0.183719,2.28058,59.3862,67.8072
2017-08,30.8809,0.18218399999999998,2.32308,60.0633,70.4603
2017-09,30.2638,0.173291,2.2767,58.5454,69.6222
2017-10,29.4321,0.16938199999999998,2.16814,57.8134,67.9076
2017-11,29.4417,0.17363900000000002,2.16373,58.1179,67.6434
2017-12,29.0755,0.176847,2.1565000000000003,58.5814,69.5185
2018-01,28.2996,0.172671,2.02435,57.0463,68.2103
2018-02,28.3829,0.17416,2.0181,56.184,69.9322
2018-03,28.7697,0.17596299999999998,2.10351,56.3742,68.9062
2018-04,29.3694,0.179372,2.18979,57.285,70.6038
2018-05,31.4521,0.192382,2.4217400000000002,63.486,76.1261
2018-06,30.8398,0.188281,2.37483,62.0188,72.5806
2018-07,31.8003,0.184667,2.40714,63.1394,73.469
2018-08,31.4374,0.17957599999999999,2.3199899999999998,62.3497,73.0738
2018-09,32.6745,0.187126,2.4086600000000002,68.0447,79.4966
2018-10,31.0265,0.18016,2.3261600000000002,65.5745,75.9877
2018-11,30.9562,0.17775300000000002,2.3348,65.5962,74.4189
2018-12,31.2217,0.178169,2.35508,66.5335,75.7484
2019-01,31.1202,0.17857900000000002,2.38252,67.0795,76.9066
2019-02,30.406,0.171867,2.35499,65.3577,75.2006
2019-03,30.8212,0.17573799999999998,2.45673,65.8895,74.9691
2019-04,30.6076,0.172183,2.40497,65.4176,73.4967
2019-05,30.6906,0.169558,2.44839,64.6314,72.3096
2019-06,31.1884,0.170928,2.4333,65.3834,72.8436
2019-07,30.8726,0.165485,2.40665,63.0541,71.3962
2019-08,31.1648,0.164966,2.53276,63.4172,70.7355
2019-09,31.6396,0.171588,2.63521,66.6235,73.1726
2019-10,31.1266,0.166503,2.67497,64.6407,70.7169
2019-11,31.099,0.164083,2.56843,63.7748,71.1918
2019-12,30.5491,0.166616,2.68766,64.4097,70.973
2020-01,29.3545,0.161665,2.61205,61.9057,69.3777
2020-02,29.5495,0.16653700000000002,2.5229600000000003,63.1385,69.5976
2020-03,29.686,0.17407599999999998,2.6803,66.3274,73.4178
2020-04,29.7155,0.173999,2.80394,76.4074,82.6346
2020-05,30.1832,0.171298,2.6979800000000003,72.7263,79.1189
2020-06,29.0198,0.170579,2.59886,69.7114,77.6376
2020-07,29.2106,0.174099,2.64194,70.4413,78.9929
2020-08,30.089,0.174086,2.65196,73.4261,87.2889
2020-09,27.7866,0.175623,2.67537,73.8039,87.8266
2020-10,30.0739,0.18199500000000002,2.78337,78.7847,92.4302
2020-11,30.3027,0.184892,2.82349,80.5749,93.757
2020-12,29.4583,0.179066,2.67321,76.1999,91.2037
2021-01,28.5234,0.17525200000000002,2.60711,73.8757,90.7932
2021-02,28.8177,0.178083,2.68977,75.5053,91.5426
2021-03,28.4263,0.17701799999999998,2.64517,74.0448,89.4461
2021-04,28.8483,0.17780100000000001,2.71942,75.6373,88.7452
2021-05,29.2398,0.174178,2.69783,74.8451,90.585
2021-06,28.9732,0.170912,2.66893,73.2965,89.3778
2021-07,28.749,0.16977799999999998,2.67074,72.7234,86.5118
2021-08,29.2742,0.171925,2.72167,73.0156,86.7717
2021-09,29.2726,0.17175200000000002,2.72558,73.2781,86.666
2021-10,29.0065,0.170653,2.7288699999999997,72.6642,84.305
2021-11,29.1194,0.166031,2.70457,71.0863,82.1687
2021-12,29.4331,0.170443,2.74319,74.8926,84.8234
2022-01,29.1038,0.172328,2.73005,75.1315,85.1315
2022-02,29.8444,0.178379,2.71136,77.4702,86.5032
2022-03,33.9264,0.188393,3.10053,93.5589,104.4772
2022-04,28.3398,0.177349,2.82427,83.4097,92.493
2022-05,26.6319,0.157178,2.34942,69.416,72.7815
2022-06,23.9111,0.144147,2.0778,61.6069,62.7397
2022-07,20.4623,0.11291000000000001,1.77865,52.5123,54.6405
2022-08,23.3563,0.130061,1.68015,62.0506,63.2468
2022-09,23.5804,0.128687,1.6319500000000002,60.2386,60.2141
2022-10,22.2952,0.115957,1.4978,55.2987,52.7379
2022-11,24.8851,0.131955,1.6684999999999999,61.6229,61.1196
2022-12,25.0279,0.129967,1.6484400000000001,60.8803,63.0504
